raw_index,true_sentiment,encoded_sentiment,Feedback_Clean,svm_sentiment,svm_shap_top_features,bert_sentiment,bert_shap_top_tokens
11696,positive,2,mindblowing purchase nice,positive,"mindblowing, mindblowing purchase, purchase, purchase nice, nice",positive," nice, b, ing, low,  mind,  purchase"
15836,positive,2,excellent good,positive,"excellent, good, excellent good",positive," excellent,  good"
12030,positive,2,wonderful good product,positive,"wonderful, wonderful good, good, product, good product",positive," wonderful,  good,  product"
5013,negative,0,do not waste your money this product not work to my hp printer please do not buy this product,negative,"not, waste, do not, please do, waste your, your money, your, this product, not waste, please",negative," waste,  not,  not,  product,  not,  money,  buy,  this,  this,  product"
2660,negative,0,do not waste your money very low quality,negative,"low, waste, low quality, not, waste your, do not, your money, your, not waste, money",negative," low,  waste,  not,  do,  money,  very,  your,  quality"
870,negative,0,horrible its so small for human,neutral,"horrible, small, so, so small, small for, horrible its, its so, its, for",negative," horrible,  for,  small,  so,  its,  human"
5793,neutral,1,do the job its not so big,neutral,"do the, the job, job, not so, so, its not, do, not, its, the",neutral," not,  do,  big,  so,  job,  the,  its"
7145,neutral,1,good it be ok product,neutral,"ok, good it, ok product, it, product, be ok, it be, good, be",neutral," ok,  good,  be,  product,  it"
15152,positive,2,terrific very good product in this price range I like it if any one think to buy its good one for you cable provide by the company be 5 meter its a very positive point I be happy for buy this product,positive,"terrific, happy, for, buy, its good, like, range, like it, meter, good",positive,"fic, rri,  happy,  good,  product,  very,  I,  meter,  good,  this"
10771,positive,2,wonderful superb,positive,"superb, wonderful, wonderful superb",positive," superb,  wonderful"
11716,positive,2,simply awesome this be good product,positive,"awesome, simply, simply awesome, good, be good, awesome this, product, this, be, good product",positive," awesome,  good,  product,  be,  simply,  this"
924,negative,0,absolute rubbish not well wetpoor quality,negative,"rubbish, absolute rubbish, absolute, not well, not, quality, well, rubbish not",negative,"bish,  rub,  not, po,  quality,  wet,  well, or,  absolute"
5558,neutral,1,fair average,neutral,"fair, average, fair average",neutral," average,  fair"
9073,neutral,1,good average quality,neutral,"average, good average, average quality, quality, good",neutral," good,  average,  quality"
12366,positive,2,wonderful nice product,positive,"wonderful, wonderful nice, nice, product, nice product",positive," nice,  wonderful,  product"
11067,positive,2,pretty good nice product,positive,"good nice, good, pretty, nice, product, pretty good, nice product",positive," nice,  good,  pretty,  product"
11331,positive,2,excellent its very light weight,positive,"excellent, excellent its, its very, very light, light weight, weight, its, light, very",positive," excellent,  light,  its,  very,  weight"
2590,negative,0,hat it very dirty and loss,negative,"hat, hat it, dirty and, dirty, very dirty, loss, very, it very, it, and",negative," hat,  it,  dirty,  loss,  very,  and"
3037,negative,0,absolute rubbish product quality be tooo poor do not buy,negative,"poor, rubbish, absolute rubbish, absolute, not, do not, quality be, buy, rubbish product, poor do",negative," poor,  rub, bish,  buy,  do,  not,  quality,  be,  absolute, o"
7726,neutral,1,good choice ok,neutral,"ok, good choice, good, choice ok, choice",neutral," good,  ok,  choice"
13826,positive,2,worth the money good smart speaker,positive,"worth, money good, smart, good, speaker, worth the, good smart, the money, smart speaker, the",positive," good,  smart,  speaker,  worth,  the,  money"
11280,positive,2,simply awesome nice,positive,"awesome, simply, awesome nice, simply awesome, nice",positive," awesome,  nice,  simply"
8657,neutral,1,very good ok,neutral,"ok, good ok, very, good, very good",neutral," ok,  good,  very"
6187,neutral,1,very good not bad,neutral,"not bad, bad, good not, very, good, not, very good",neutral," bad,  good,  not,  very"
3376,negative,0,not recommend at all do not connect tv do not buy,negative,"not, not recommend, do not, recommend at, at all, recommend, tv, all, buy, connect",negative," not,  not,  buy,  recommend,  at,  t,  not,  do,  all, v"
9617,neutral,1,good very reliable product,positive,"good, good very, product, reliable, very, reliable product",neutral," good,  very,  reliable,  product"
13646,positive,2,pretty good nice,positive,"good nice, good, pretty, nice, pretty good",positive," nice,  good,  pretty"
11079,positive,2,simply awesome this ball be very nice,positive,"awesome, very nice, simply, simply awesome, ball be, be very, ball, nice, awesome this, this",positive," awesome,  nice,  very,  simply,  ball,  be,  this"
13914,positive,2,mindblowing purchase nice,positive,"mindblowing, mindblowing purchase, purchase, purchase nice, nice",positive," nice, b, ing, low,  mind,  purchase"
5661,neutral,1,not good average,neutral,"average, not good, good average, good, not",neutral," average,  good,  not"
10422,neutral,1,nice ok,neutral,"ok, nice ok, nice",neutral," ok,  nice"
2928,negative,0,could be way well no of page print be far below assure very unsatisfactory,negative,"unsatisfactory, no, below, page, well no, no of, far, of, very, print",negative," un, fa, is, sat,  very, ctor,  print,  below,  be, y"
4931,negative,0,hat it I have purchase it before 10 month but install it now after 10 day it stop work,negative,"hat, hat it, stop, stop work, it, 10 month, after, day it, but, have purchase",negative," hat,  install,  it,  stop,  work,  have,  purchase,  it,  after,  10"
15318,positive,2,very good I love this product,positive,"love, good, love this, product, very good, this, good love, this product, very",positive," love,  this,  very,  I,  good,  product"
3057,negative,0,moderate compressor problem,negative,"problem, moderate",negative," problem, press,  com,  moderate, or"
15963,positive,2,must buy I be so happy,positive,"must buy, happy, must, be so, buy, so happy, be, so, buy be",positive," happy,  must,  buy,  so,  be,  I"
8470,neutral,1,do the job ok,neutral,"do the, ok, the job, job, do, the, job ok",neutral," ok,  do,  job,  the"
8368,neutral,1,wonderful superb but otg also over heating,neutral,"but, superb, wonderful, also, otg, superb but, over, over heating, wonderful superb, heating",positive," superb,  wonderful,  but,  over,  o,  heating, g, t,  also"
4170,negative,0,bad experience ever not work charchar,negative,"experience ever, ever, bad experience, bad, experience, not, ever not, work, not work",negative," bad,  ever,  not,  experience,  work, r, cha, ar,  ch"
4673,negative,0,bad experience ever it be rubber ball,negative,"experience ever, ever, bad experience, bad, experience, rubber, it be, ever it, be rubber, ball",negative," bad,  experience,  ever,  be,  it,  rubber,  ball"
1757,negative,0,hat it I have read previous review about cannon make printer that be cheap but sell ink that s expensive at the same time last less I can confirm its completely true the advertisement for this printer ink say it can print 100 page and its totally false since purchase this refill ink I have only print about 28 page and the ink be more than 50 finish I be sure that after print 50 page the ink would have finish really disappointing and mislead product,negative,"hat, hat it, ink, page, that, print, sell, can, about, have only",negative," disappointing,  mi, sle,  really,  I,  finish,  I,  since,  false,  28"
5177,negative,0,could be way well no cooling,negative,"no, well no, way, could, be way, way well, could be, be, cooling, well",negative," no,  cooling,  well,  way,  could,  be"
6745,neutral,1,could be way well this product diameter have not 255 cm only 185cmit be very small size,negative,"small, not, very, this product, be, way, be very, could, have not, size",neutral," way,  could,  well,  be, mit,  185,  255,  small,  only,  very"
922,negative,0,not good poar quality plastic material be not good,negative,"not good, good, not, quality plastic, material, material be, plastic, be not, be, quality",negative," good,  not,  not,  be,  material,  good,  plastic, oar,  quality,  p"
11591,positive,2,excellent high quality,positive,"excellent, high quality, high, quality",positive," excellent,  quality,  high"
1585,negative,0,absolute rubbish charger be not work in just 10 day after delivery,negative,"rubbish, absolute rubbish, absolute, just, charger be, charger, after, not, in just, day",negative," rub, bish,  absolute,  not,  be,  charge, r,  delivery,  in,  day"
2262,negative,0,horrible bad product,negative,"horrible, bad, horrible bad, bad product, product",negative," bad,  horrible,  product"
8872,neutral,1,nice product good product at this budget point build quality 45battery35 could be improve moredisplay 55performance 455 test with mild us work smoothly overall rating 45window 11 preinstalle but it do not come with active ms365you have to buyflipkart delivery service 45,neutral,"but, product good, but it, product, with, have to, test, overall, budget, mild",neutral," nice,  not,  but,  do,  product,  good,  come,  45,  it,  have"
645,negative,0,waste of money one side scratch,negative,"waste, waste of, of money, money, side, one side, of, scratch, one, money one",negative," waste,  of,  scratch,  side,  one,  money"
1205,negative,0,terrible product not good,negative,"terrible product, terrible, not good, good, not, product not, product",negative," terrible,  not,  product,  good"
15167,positive,2,brilliant awesome product,positive,"brilliant, awesome, awesome product, brilliant awesome, product",positive," awesome,  brilliant,  product"
9515,neutral,1,nice wire be short,neutral,"short, wire be, nice, wire, be short, be",neutral," short,  nice,  wire,  be"
1597,negative,0,not recommend at all price of the product be okay but it smudge within an hour time not long lasting but its dark very poor I would never suggest this product,negative,"poor, okay, not recommend, very poor, not, recommend at, at all, price of, long, but",negative," not,  recommend, mu,  poor,  not,  s,  it,  okay, dge,  hour"
7098,neutral,1,just okay average,neutral,"average, okay, just okay, just, okay average",neutral," just,  average,  okay"
1141,negative,0,hat it very poor and damaged product we get first then return it and get the same product as replacement that too not as expect motor get heat up even after 5 min of run top cover not fit properly I m sure its not butterfly product,negative,"not, hat, hat it, poor, get, very poor, return, not as, motor, fit",negative," poor,  it,  damaged,  very,  hat,  product,  we,  it,  and,  get"
10837,positive,2,highly recommend awesome,positive,"awesome, highly, highly recommend, recommend, recommend awesome",positive," highly,  awesome,  recommend"
7129,neutral,1,nice product very good but hdmi cable miss,neutral,"but, good but, miss, product very, very, nice, product, hdmi cable, but hdmi, hdmi",neutral," nice,  but,  cable,  product,  very, mi,  miss, d,  h,  good"
10411,neutral,1,moderate so small clock,neutral,"small, so, moderate so, so small, moderate, clock, small clock",neutral," clock,  moderate,  small,  so"
1686,negative,0,absolute rubbish poor quality,negative,"poor, rubbish, absolute rubbish, absolute, poor quality, quality, rubbish poor",negative," poor,  rub, bish,  absolute,  quality"
15114,positive,2,perfect product wellbalance can be use for track,positive,"perfect, perfect product, for, can, use, product, be use, use for, be, track",positive," perfect,  well, bal,  product, ance,  can,  use,  be,  track,  for"
8148,neutral,1,valueformoney ok,neutral,"ok, valueformoney, valueformoney ok",neutral," ok, oney,  value, form"
4436,negative,0,bad experience ever just a little jerk and it stop work all the data be lose use other seagate drive for long time without any problemdata loss cost more than the disk completely useless,negative,"useless, stop, experience ever, ever, bad experience, experience, stop work, long, for long, just",negative," bad,  ever,  jerk,  lose,  stop,  useless,  use,  it,  data,  experience"
5739,neutral,1,do the job product be good but quality something cheap,neutral,"but, do the, the job, job, good but, product be, but quality, cheap, something, product",neutral," be,  but,  do,  job,  quality,  the,  product,  cheap,  good,  something"
12035,positive,2,delightful great quality and design but big plate be little bit small overall good,neutral,"but, plate, great, little, small, overall good, and, design, quality and, overall",positive," great,  good,  but,  design,  be,  big,  delight,  bit,  and,  overall"
1899,negative,0,horrible bad watch I have ever use,negative,"horrible, ever, bad, horrible bad, watch, have, bad watch, use, ever use, have ever",negative," bad,  horrible,  use,  have,  I,  ever,  watch"
15920,positive,2,just wow very good,positive,"wow, just wow, good, very good, wow very, just, very",positive," good,  w, ow,  just,  very"
6558,neutral,1,expect a well product ok,neutral,"ok, well, expect well, product, expect, well product, product ok",neutral," ok,  product,  a,  well,  expect"
12406,positive,2,well in the market worth for money,positive,"well in, worth, the market, market, well, for, in the, in, for money, worth for",positive," money,  worth,  market,  for,  in,  the,  well"
2502,negative,0,expect a well product bad quality,negative,"bad, product bad, well product, expect well, bad quality, quality, product, well, expect",negative," bad,  a,  well,  expect,  quality,  product"
12033,positive,2,well in the market nice,positive,"well in, the market, market, well, in the, in, market nice, nice, the",positive," nice,  in,  well,  market,  the"
10033,neutral,1,really nice average,neutral,"average, nice average, really, really nice, nice",neutral," average,  nice,  really"
5300,negative,0,very poor bad quality hang problem,negative,"poor, very poor, problem, bad, poor bad, very, hang problem, hang, bad quality, quality",negative," problem,  poor,  bad,  very,  quality,  hang"
663,negative,0,useless product very bad,negative,"useless, useless product, bad, very bad, product very, very, product",negative," useless,  bad,  very,  product"
10591,neutral,1,nice just ok,neutral,"ok, just, nice just, nice, just ok",neutral," nice,  ok,  just"
10618,neutral,1,nice gd if price be ok for all poor people will not be able to buy,neutral,"poor, ok, gd, buy, if, all, price be, able to, will not, nice",neutral," nice,  poor,  not,  buy,  ok,  will,  for,  price,  be,  able"
1276,negative,0,very poor useless it get puncture in first day ball be very hard but not good for hard ground please go for ball of cost 600,negative,"useless, poor, hard, not good, very poor, very hard, for, very, ball, get",negative," poor,  useless,  it,  very,  but,  not,  600, ture, nc,  pu"
5560,neutral,1,decent product this be gret,neutral,"decent product, decent, product, product this, this, this be, be",neutral," be,  decent,  product,  this,  g, ret"
4134,negative,0,useless product verry bad car,negative,"useless, useless product, bad, verry bad, verry, product, car, product verry, bad car",negative," useless,  bad,  product, rry,  car,  ve"
8828,neutral,1,do the job goggle be small not for adult,neutral,"do the, the job, job, small, not for, small not, for adult, adult, do, not",neutral," not,  for,  do,  job,  adult,  small,  go,  the, ggle,  be"
77,negative,0,worthless after one week it take lot of time to charge then I contact thembut they say that the return policy end after two week now take more time to charge my cash be go,negative,"worthless, time to, after, two week, time, charge, return, one week, take, week it",negative," worthless,  it,  week,  take,  time,  one,  contact,  then,  I,  of"
15166,positive,2,terrific very nice,positive,"terrific, very nice, terrific very, nice, very",positive," nice, rri, fic,  very,  te"
11276,positive,2,worth every penny nice,positive,"worth every, worth, every penny, penny, every, nice, penny nice",positive," nice,  every,  penny,  worth"
8741,neutral,1,fair good product but the pot be break,neutral,"fair, but, product but, break, be break, but the, product, good product, pot, good",neutral," good,  fair,  break,  pot,  the,  product,  but,  be"
6604,neutral,1,nice product asusual stuff all the stick be the same android,neutral,"stick be, all, stick, be the, android, the same, nice, product, the stick, stuff",neutral," nice, ual,  and,  stuff,  be,  stick,  same,  product, us,  the"
3356,negative,0,do not waste your money worst ever tablet build quality be very cheap heat up too fast and view experience be also average consider its price it totally waste of money,negative,"waste, worst, average, waste of, ever, money, experience, very cheap, of money, waste your",negative," waste,  waste,  worst,  not,  ever,  also,  money,  its,  of,  price"
6581,neutral,1,good choice tv be good but there be no web browser,neutral,"but, no, good but, tv, good, tv be, good choice, browser, there, there be",neutral," be,  no,  t,  browser,  good,  but, v,  good,  web,  there"
4206,negative,0,hat it poor quality,negative,"hat, hat it, poor, poor quality, it, quality, it poor",negative," poor,  it,  hat,  quality"
13400,positive,2,perfect product very good,positive,"perfect, perfect product, product very, good, product, very good, very",positive," perfect,  good,  very,  product"
10126,neutral,1,good a normal charger I feel when I connect my oppo f 17 to another charger the battery indicator show green colour but here the normal white colour that mean there be no dual charging happen,neutral,"normal, but, charger, colour, no, 17, good normal, feel, mean, when",neutral," good,  here,  normal,  happen,  but,  connect,  normal,  no,  charging,  charge"
13338,positive,2,just wow very nice product,positive,"wow, just wow, very nice, nice, product, wow very, just, very, nice product",positive," nice,  w, ow,  very,  just,  product"
14992,positive,2,mindblowing purchase nice toy,positive,"mindblowing, mindblowing purchase, purchase, purchase nice, nice, toy",positive," nice, ing, b,  purchase,  mind, low,  toy"
4380,negative,0,not good its only fly up n down,neutral,"not good, only, fly, good its, its only, down, good, its, not, up",neutral," not,  good,  up,  only,  down,  its,  fly,  n"
8549,neutral,1,decent product okay,neutral,"decent product, okay, decent, product, product okay",neutral," decent,  okay,  product"
9814,neutral,1,do the job its just ok,neutral,"do the, ok, the job, job, just, just ok, its just, do, its, the",neutral," ok,  do,  just,  job,  the,  its"
12642,positive,2,good choice super I like it,positive,"super, like, like it, good, it, good choice, choice super, choice, super like",positive," super,  it,  I,  like,  good,  choice"
12228,positive,2,well in the market it be very good product and work very well,positive,"well, well in, the market, market, work very, be very, and, very well, in the, and work",positive," good,  very,  in,  market,  it,  be,  the,  work,  product,  and"
1016,negative,0,moderate ow suction power and inconvenient,negative,"moderate, suction, power, and, suction power, power and",negative," in, ient, ven, con,  power,  moderate,  o, w,  su, ction"
3175,negative,0,absolute rubbish receive the old and damaged item at both the instance very disappointing,negative,"rubbish, absolute rubbish, absolute, item, very disappointing, receive, damaged, disappointing, very, old",negative," rub, bish,  disappointing,  damaged,  very,  item,  absolute,  instance,  at,  both"
8622,neutral,1,nice small plate,neutral,"plate, small, small plate, nice, nice small",neutral," nice,  small,  plate"
7737,neutral,1,just okay size of plate be quite small,neutral,"just okay, okay, plate, small, of plate, just, size of, plate be, size, be quite",neutral," just,  okay,  plate,  small,  size,  be,  quite,  of"
2838,negative,0,slightly disappointed produce lot of heat feel like it be melt r flame up,negative,"disappointed, produce, it be, up, of, slightly disappointed, slightly, feel, of heat, it",negative," disappointed,  r,  slightly,  produce,  melt,  of,  it,  up,  heat,  be"
12311,positive,2,excellent very nice quality,positive,"excellent, very nice, excellent very, nice quality, nice, very, quality",positive," nice,  excellent,  quality,  very"
9999,neutral,1,fair little light weight but smooth,neutral,"fair, but, little, light, smooth, light weight, weight but, weight",neutral," but,  fair,  smooth,  weight,  light,  little"
8343,neutral,1,pretty good sound quality be very good but its make an annoying beep sound continuously and also when I m receive a call through this device I hear my own voice in an echobut after I replace the product then it sound really awesome no issue at all,positive,"awesome, but, sound, through, no issue, when, really, good, be very, at all",neutral," pretty,  but,  good,  annoying,  good,  be,  an,  quality,  very,  no"
15594,positive,2,excellent awesome fregrance,positive,"excellent, awesome, excellent awesome",positive," awesome,  excellent,  f, nce, gra, re"
504,negative,0,bad quality not good,negative,"not good, bad, good, not, quality not, bad quality, quality",negative," good,  bad,  not,  quality"
6468,neutral,1,nice all goodbut when I eject the charger the cover cap also come out with chargeri fix it back but still it be loose,neutral,"but, goodbut, it, fix it, also, loose, charger, come out, also come, when",neutral," nice,  good,  e, ject,  but,  loose,  when,  back, but,  fix"
6740,neutral,1,good quality product good product but 500 hundred extra,neutral,"but, product good, product, product but, 500, quality product, good, extra, good product, good quality",neutral," but,  good,  product,  good,  extra,  hundred,  product,  quality,  500"
9977,neutral,1,slightly disappointed ok ok,neutral,"ok, disappointed, disappointed ok, slightly, slightly disappointed, ok ok",neutral," ok,  disappointed,  ok,  slightly"
4801,negative,0,waste of money bad quality not recommend,negative,"waste, not recommend, waste of, bad, not, of money, money, recommend, quality not, of",negative," waste,  bad,  not,  recommend,  of,  money,  quality"
3514,negative,0,bad experience ever not work,negative,"experience ever, ever, bad experience, bad, experience, not, ever not, work, not work",negative," bad,  not,  ever,  work,  experience"
16015,positive,2,classy product value for money,positive,"classy product, classy, value, value for, for, product value, for money, product, money",positive,"y,  class,  value,  product,  for,  money"
5852,neutral,1,just okay ok nice,neutral,"just okay, okay, ok, ok nice, just, nice, okay ok",neutral," nice,  okay,  ok,  just"
13120,positive,2,terrific thank,positive,"terrific, thank, terrific thank",positive," thank, fic, rri,  te"
11040,positive,2,brilliant original good quality must buy,positive,"brilliant, must buy, must, original, buy, good, good quality, quality, quality must",positive," buy,  must,  brilliant,  good,  original,  quality"
14300,positive,2,awesome good,positive,"awesome, good, awesome good",positive," awesome,  good"
4429,negative,0,terrible product do not buy this safety shoe,negative,"terrible product, terrible, product do, not, do not, safety, buy this, shoe, buy, this",negative," terrible,  not,  buy,  this,  do,  product,  safety,  shoe"
9664,neutral,1,good ok,neutral,"ok, good ok, good",neutral," ok,  good"
14408,positive,2,mindblowing purchase good,positive,"mindblowing, mindblowing purchase, purchase, good, purchase good",positive,"b,  good,  purchase, ing, low,  mind"
11025,positive,2,great product it be very good product I like it so much,positive,"great product, great, like, like it, it, be very, product it, product like, product, good",positive," great,  it,  very,  product,  good,  product,  be,  much,  it,  I"
11860,positive,2,well in the market nice product,positive,"well in, the market, market, well, in the, in, market nice, nice, product, nice product",positive," nice,  in,  well,  product,  market,  the"
4061,negative,0,waste of money window installation problem and shutdown automatically,negative,"waste, waste of, problem, of money, window, money, of, problem and, automatically, and",negative," waste,  problem,  money,  of,  installation,  window, down,  shut,  automatically,  and"
14285,positive,2,worth every penny its just awesome I love it,positive,"awesome, love, worth every, worth, every penny, penny, love it, its just, every, just awesome",positive," awesome,  love,  it,  every,  worth,  its,  penny,  I,  just"
9888,neutral,1,wonderful ok,neutral,"ok, wonderful, wonderful ok",neutral," ok,  wonderful"
14585,positive,2,highly recommend excellent item,positive,"excellent, highly, highly recommend, recommend, item, recommend excellent",positive," highly,  excellent,  recommend,  item"
12162,positive,2,delightful good,positive,"delightful good, delightful, good",positive," good,  delight, ful"
11013,positive,2,mindblowing purchase nice to,positive,"mindblowing, mindblowing purchase, purchase, purchase nice, nice, to, nice to",positive," nice,  purchase, ing, b,  mind, low,  to"
13300,positive,2,fabulous nice,positive,"fabulous, fabulous nice, nice",positive," nice,  f, abulous"
5528,neutral,1,decent product average,neutral,"decent product, average, decent, product, product average",neutral," decent,  average,  product"
8518,neutral,1,decent product this football be very lite,neutral,"decent product, decent, very, this football, be very, product this, product, this, football, lite",neutral," decent,  product,  this,  lit,  very,  football, e,  be"
12508,positive,2,classy product deep high quality audio,positive,"classy product, classy, high quality, high, product, deep, quality audio, quality, audio",positive," audio,  class,  product,  quality, y,  high,  deep"
2621,negative,0,worthless poor quality,negative,"worthless, poor, poor quality, quality, worthless poor",negative," poor,  worthless,  quality"
7175,neutral,1,good choice small in size but high sound quality,neutral,"but, small, high, high sound, size, sound, but high, in, small in, in size",neutral," good,  but,  choice,  small,  size,  quality,  in,  sound,  high"
13359,positive,2,worth the money as far as the gaming capability concern this laptop have only one 1 ram slot everything else be great,positive,"great, worth, as, money as, only, this laptop, else, everything, laptop, gaming",positive," great,  concern,  be,  laptop,  only,  everything,  gaming,  else,  ram,  capability"
6423,neutral,1,decent product smell do not last till one hour,neutral,"decent product, decent, last till, do not, last, product, smell, not last, till, do",neutral," decent,  not,  till,  product,  smell,  last,  do,  hour,  one"
2713,negative,0,terrible product do not go for this in description its show 10w speaker in reality its just 3w speaker and what s more irritating be its sound,negative,"terrible product, terrible, product do, show, speaker, just, do not, for, what, this in",negative," terrible,  not,  product,  this,  show,  do,  description,  go,  in, w"
13608,positive,2,brilliant superb,positive,"brilliant, superb, brilliant superb",positive," superb,  brilliant"
11317,positive,2,must buy nice product,positive,"must buy, must, buy, buy nice, nice, product, nice product",positive," nice,  buy,  product,  must"
3281,negative,0,bad experience ever there be no installation and demo properlythey do not check water hardness and demo person take with they water hardness check strip unacceptable performance return and delivery 22nd after clean it leave white patch because of soapy water dry in dishwasher and not clean utensil properly and it leave white spot make it even more dirty so its no ready to use and need to be wash manually bad product poor performance waste of money,negative,"no, poor, bad, experience ever, ever, waste of, bad experience, waste, water, return",negative," bad,  not,  poor,  experience,  ever,  unacceptable, er,  in,  because,  do"
14597,positive,2,brilliant good,positive,"brilliant, brilliant good, good",positive," brilliant,  good"
9105,neutral,1,could be way well shoe be good bt the sole be worstwithin 3 month the sole be damage completlydoe it have any warranty,negative,"damage, sole, shoe be, warranty, be, sole be, be good, bt, month the, shoe",negative," damage,  good,  worst,  it, tly,  be,  com,  month,  3,  any"
13525,positive,2,great product very good kit,positive,"great product, great, product very, kit, good, good kit, very good, product, very",positive," great,  good,  kit,  very,  product"
11622,positive,2,super very useful for kid it will help to practice for a good handwriting,positive,"super, for, useful, very useful, it will, help, super very, for good, for kid, help to",positive," super,  for,  useful,  very,  it,  good,  a,  kid,  practice,  will"
5970,neutral,1,good choice make in china product,neutral,"product, in, in china, make, good choice, china, good, choice, make in, china product",positive," product,  choice,  make,  good,  chin,  in, a"
7586,neutral,1,decent product noise level be little high but ok,neutral,"decent product, but, decent, ok, little, noise level, noise, high, high but, but ok",neutral," decent,  ok,  noise,  product,  but,  level,  little,  high,  be"
8020,neutral,1,bad quality very thin,neutral,"quality very, thin, very thin, bad, very, bad quality, quality",neutral," quality,  bad,  thin,  very"
12916,positive,2,classy product worth for the money and performance be goos,positive,"classy product, classy, worth, for the, performance, and, for, and performance, performance be, worth for",positive," class, y,  worth,  product,  go,  and, os,  be,  for,  money"
15489,positive,2,great product excellent product,positive,"excellent, great product, great, product excellent, product, excellent product",positive," excellent,  great,  product,  product"
13248,positive,2,worth the money satisfied with both table chairgood packing delivery by flipkart,positive,"satisfied, worth, by, satisfied with, delivery, flipkart, with, packing delivery, packing, worth the",positive," satisfied, good,  chair, t,  delivery, kar,  by,  packing,  with,  table"
3644,negative,0,absolute rubbish loose stitch after 2 month of use,negative,"rubbish, absolute rubbish, absolute, loose, after, stitch, of use, of, month, month of",negative,"bish,  rub,  loose,  after,  s,  absolute,  of,  2,  month,  use"
6895,neutral,1,fair ok,neutral,"fair, ok, fair ok",neutral," ok,  fair"
4569,negative,0,horrible bad product,negative,"horrible, bad, horrible bad, bad product, product",negative," bad,  horrible,  product"
2878,negative,0,terrible product waste of money within 10month stop work purchase it trust the brand but its nothing but another local brand product,negative,"terrible product, terrible, waste, stop, waste of, nothing, stop work, but, of money, within",negative," terrible,  waste,  stop,  product,  purchase, mont,  it,  of,  money,  trust"
5544,neutral,1,good choice quality good but quite expensive,neutral,"but, quality good, expensive, good but, choice quality, but quite, good, quite expensive, good choice, quality",positive," good,  choice,  but,  expensive,  quite,  quality,  good"
11993,positive,2,perfect product nice one,positive,"perfect, perfect product, product nice, nice one, nice, one, product",positive," perfect,  nice,  product,  one"
2490,negative,0,useless product worst after 2day the cable be damage,negative,"useless, useless product, damage, worst, after, be damage, cable, be, product, the",negative," damage,  worst,  useless,  product,  after,  be,  2d,  cable,  the, ay"
5390,neutral,1,delightful can buy for this price,neutral,"buy, can, buy for, this price, this, price, can buy, delightful, for, for this",positive," buy,  this,  for,  can,  delight, ful,  price"
9890,neutral,1,really nice ok,neutral,"ok, really, nice ok, really nice, nice",neutral," ok,  nice,  really"
13979,positive,2,well in the market good thank you,positive,"thank, well in, the market, market, well, in the, good, in, you, market good",positive," thank,  you,  good,  market,  in,  the,  well"
10587,neutral,1,fair not black out too thin,neutral,"fair, thin, out, black, fair not, not black, too, too thin, not",neutral," fair,  black,  too,  not,  out,  thin"
995,negative,0,worthless waste mixer grinder its worker only one monthwaste of money quality be very bad do not buy,negative,"worthless, waste, very bad, bad, of money, do not, not, money, of, very",negative," worthless,  bad,  waste,  very, der,  do,  its,  not,  be, er"
15637,positive,2,worth every penny good quality and easy to assemblevalue for money,positive,"worth every, easy, easy to, worth, every penny, penny, and, for, and easy, every",positive," every,  good,  penny,  quality,  worth,  assemble,  to,  money, val,  for"
11077,positive,2,mindblowing purchase good,positive,"mindblowing, mindblowing purchase, purchase, good, purchase good",positive,"b,  good,  purchase, ing, low,  mind"
7752,neutral,1,fair okay fragrance,neutral,"fair, okay, fragrance, fair okay, okay fragrance",neutral," okay,  fair,  f, rance, rag"
15941,positive,2,fabulous super producti be happy,positive,"fabulous, super, happy, be happy, be, fabulous super, producti, producti be",positive," super,  f, abulous,  happy,  be,  product, i"
9909,neutral,1,good its ok,neutral,"ok, its ok, good its, good, its",neutral," good,  ok,  its"
13894,positive,2,good quality product nice kajal thank you,positive,"thank, product nice, good, quality product, kajal, you, nice, good quality, product, thank you",positive," thank,  ka,  you,  good, ja,  nice, l,  product,  quality"
8495,neutral,1,pretty good okay,neutral,"okay, good okay, pretty, pretty good, good",neutral," okay,  good,  pretty"
12831,positive,2,brilliant loking to very good music control and camera all feature please purchase this watch light on watch move to face side thank you flipcart for fast delivery ia m very happy,positive,"brilliant, happy, thank, purchase, watch, flipcart, camera, feature, delivery, fast",positive," brilliant,  good,  very,  happy,  thank,  face,  very,  delivery,  purchase,  feature"
10216,neutral,1,pretty good ok,neutral,"ok, good ok, pretty, pretty good, good",neutral," ok,  good,  pretty"
13704,positive,2,delightful nice one,positive,"delightful nice, delightful, nice one, nice, one",positive," nice,  delight, ful,  one"
14084,positive,2,highly recommend nice product,positive,"highly, highly recommend, recommend, nice, product, recommend nice, nice product",positive," highly,  nice,  recommend,  product"
1828,negative,0,do not meet expectation totally disappoint it make huge noise,negative,"disappoint, meet expectation, not meet, disappoint it, meet, do not, noise, expectation, totally, not",negative," not,  di,  noise, sa, pp,  meet,  totally,  expectation,  it,  huge"
6810,neutral,1,good quality product ok,neutral,"ok, quality product, product, good quality, quality, good, product ok",neutral," ok,  good,  quality,  product"
10076,neutral,1,nice outer cover be small,neutral,"small, outer, nice, cover be, outer cover, be, be small, cover",neutral," nice,  small,  be,  cover,  outer"
8087,neutral,1,just okay the item be goodbut come too late,neutral,"goodbut, just okay, okay, item, be goodbut, just, late, the item, too, come too",neutral," good,  just,  late,  okay, but,  too,  come,  the,  be,  item"
